Order,Property Id,DOF Gross Floor Area,Year Built,Number of Buildings - Self-reported,Occupancy,Site EUI (kBtu/ft²),Weather Normalized Site Electricity Intensity (kWh/ft²),Weather Normalized Site Natural Gas Intensity (therms/ft²),Water Use (All Water Sources) (kgal),Latitude,Longitude,Community Board,Census Tract,log_Direct GHG Emissions (Metric Tons CO2e),log_Water Use (All Water Sources) (kgal),Borough_Staten Island,Largest Property Use Type_Adult Education,Largest Property Use Type_Automobile Dealership,Largest Property Use Type_Bank Branch,Largest Property Use Type_College/University,Largest Property Use Type_Convenience Store without Gas Station,Largest Property Use Type_Courthouse,Largest Property Use Type_Distribution Center,Largest Property Use Type_Enclosed Mall,Largest Property Use Type_Financial Office,Largest Property Use Type_Hospital (General Medical & Surgical),Largest Property Use Type_Hotel,Largest Property Use Type_K-12 School,Largest Property Use Type_Library,Largest Property Use Type_Mailing Center/Post Office,Largest Property Use Type_Manufacturing/Industrial Plant,Largest Property Use Type_Medical Office,Largest Property Use Type_Movie Theater,Largest Property Use Type_Multifamily Housing,Largest Property Use Type_Museum,Largest Property Use Type_Non-Refrigerated Warehouse,Largest Property Use Type_Other,Largest Property Use Type_Other - Education,Largest Property Use Type_Other - Entertainment/Public Assembly,Largest Property Use Type_Other - Lodging/Residential,Largest Property Use Type_Other - Mall,Largest Property Use Type_Other - Public Services,Largest Property Use Type_Other - Recreation,Largest Property Use Type_Other - Services,Largest Property Use Type_Other - Specialty Hospital,Largest Property Use Type_Outpatient Rehabilitation/Physical Therapy,Largest Property Use Type_Parking,Largest Property Use Type_Performing Arts,Largest Property Use Type_Pre-school/Daycare,Largest Property Use Type_Refrigerated Warehouse,"Largest Property Use Type_Repair Services (Vehicle, Shoe, Locksmith, etc.)",Largest Property Use Type_Residence Hall/Dormitory,Largest Property Use Type_Residential Care Facility,Largest Property Use Type_Restaurant,Largest Property Use Type_Retail Store,Largest Property Use Type_Self-Storage Facility,Largest Property Use Type_Senior Care Community,Largest Property Use Type_Social/Meeting Hall,Largest Property Use Type_Strip Mall,Largest Property Use Type_Supermarket/Grocery Store,Largest Property Use Type_Urgent Care/Clinic/Other Outpatient,Largest Property Use Type_Wholesale Club/Supercenter,Largest Property Use Type_Worship Facility
7952,2743051,57311.0,1941,1,100,102.4,3.5,0.0,4796.8,40.870826,-73.893589,7.0,40303.0,6.102782283239935,8.475704307908279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13648,5833165,167045.0,1963,1,100,5.2,,,8752.2,,,,,4.328098292648326,9.077060376320222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11678,2805233,115842.0,1960,1,100,45.5,2.8,0.4,8393.1,40.588265,-73.956284,15.0,588.0,6.056315519427598,9.035165218702662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5419,2672563,197170.0,1929,1,100,57.6,3.7,0.4,9504.0,40.802275,-73.967774,7.0,195.0,6.2015228588735365,9.159468041602427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10409,4404225,102871.0,2014,1,100,66.4,6.8,0.5,4959.0,40.656191,-73.939588,9.0,808.0,5.464678903763262,8.508959386489133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10830,4953289,111861.0,1961,1,100,117.1,6.9,1.0,8865.2,40.639913,-73.973462,12.0,488.0,6.323462503334274,9.089888778885518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11530,3417101,453758.0,1960,1,100,88.1,3.4,0.8,26603.0,40.573885,-73.994003,13.0,342.0,7.486276933700779,10.188779270365272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14876,3524935,254926.0,1990,1,100,43.4,12.7,,,40.601715,-74.192715,2.0,29102.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10934,4412181,69720.0,1932,1,100,62.1,3.0,0.5,2116.4,40.634811,-73.990268,12.0,234.0,5.292802185859927,7.657471811029977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1352,3108944,140044.0,1912,1,100,111.4,19.7,0.2,,40.737992,-73.998369,2.0,71.0,5.976604684200958,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2650,4946268,530000.0,1989,1,100,68.5,7.2,0.0,,40.745564,-73.971822,6.0,8601.0,4.07753744390572,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8114,4390379,62015.0,1955,1,100,78.5,3.6,0.7,2620.4,40.89793,-73.862482,12.0,45101.0,5.314682720634301,7.871082256857721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9728,3236891,89420.0,1987,1,100,60.4,6.1,0.4,3004.9,40.690079,-73.962563,2.0,193.0,5.194067345174237,8.00799956854537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8924,4409002,89050.0,1902,1,100,68.2,4.7,0.6,,40.699803,-73.984081,2.0,23.0,5.822749993720244,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13250,2814509,66324.0,1941,1,100,95.8,3.8,0.9,,,,,,5.547518452181536,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7985,2884646,61500.0,1931,1,100,83.6,4.0,0.7,6462.8,40.879455,-73.881968,7.0,419.0,5.427589702252176,8.773817939402676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8007,5065065,66600.0,1926,1,100,110.7,4.5,,7585.2,40.884277,-73.878885,7.0,431.0,6.001167322569367,8.933954259266253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14335,2612579,184896.0,1964,1,100,85.6,5.2,0.7,15610.3,,,,,6.496020557860377,9.655686231774517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1113,4401436,51925.0,1985,1,100,45.5,4.1,0.4,,40.726492,-74.000303,2.0,49.0,4.6549122778829055,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10575,2730666,91078.0,1929,1,100,81.6,3.5,0.8,4756.4,40.653911,-73.953804,17.0,822.0,5.914583502772024,8.467246358563424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12341,3098872,51930.0,1930,1,100,83.9,3.8,0.0,2301.0,,,,,5.589493328254074,7.741099090035366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14901,3417078,238368.0,1970,2,100,111.7,6.3,1.0,13327.3,40.595955,-74.062212,2.0,74.0,7.03050374424119,9.497569842018944,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10944,3117304,60480.0,1940,1,100,77.2,3.6,0.7,,40.634009,-73.991922,12.0,236.0,5.3389793482669266,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9787,2817260,187667.0,1958,1,100,77.1,4.3,0.6,7924.1,40.692491,-73.979038,2.0,31.0,6.437431598525476,8.977664027627757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14301,2729956,113136.0,1963,1,100,73.0,4.6,0.6,7085.3,,,,,5.881370624310908,8.865777494206466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11780,3114734,85165.0,1950,1,100,13.9,3.7,0.0,,40.614331,-73.947284,14.0,756.0,1.4350845252893227,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14285,4940495,59470.0,1937,1,95,104.7,3.9,0.8,4974.0,,,,,5.739792912179234,8.51197962436335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5774,3114748,67980.0,1910,1,100,88.8,3.6,0.8,2200.8,40.826211,-73.943156,9.0,231.0,5.718999440461062,7.696576209610365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9625,3983773,122013.0,2013,1,100,147.3,2.4,1.3,,40.679438,-73.938457,3.0,271.0,6.8128949979581765,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5040,2806950,71000.0,1940,1,100,81.4,4.8,0.7,2452.9,40.778118,-73.944406,8.0,152.0,5.48728346606066,7.805026277019038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2378,3414683,67376.0,1921,1,100,124.0,16.8,,1499.2,40.737813,-73.988103,5.0,50.0,5.84759417668828,7.312686911484158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11241,2817711,154378.0,1964,1,100,91.9,4.7,0.8,10476.1,40.624448,-73.970536,12.0,46202.0,6.44635453854367,9.256851751210146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14625,2684422,145703.0,1964,1,100,84.0,4.7,0.7,12376.7,40.594417,-73.753215,14.0,99802.0,6.25613384525069,9.423570951739357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7083,4381979,134000.0,1960,1,100,25.7,6.1,0.0,5057.6,40.846047,-73.909901,5.0,22901.0,3.4011973816621555,8.528647341461353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1251,4407988,121128.0,1920,1,100,56.6,4.1,0.5,2653.4,40.734462,-73.994725,2.0,61.0,5.664348405410794,7.883597115482816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10812,4509437,,1920,1,100,184.0,53.4,,5925.0,,,,,,8.686935966003333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1497,4951007,97563.0,1914,1,100,60.9,9.7,0.3,3344.3,40.748178,-74.000112,4.0,93.0,4.95723451736914,8.11501268309929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13357,3481936,72147.0,1979,1,100,72.6,4.6,0.6,5674.4,,,,,5.473530384104697,8.643720109887877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,4924102,72984.0,1930,1,100,38.0,8.5,,921.5,40.750475,-73.985386,5.0,84.0,3.8815637979434374,6.826002777109878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13802,2688529,85000.0,1927,1,100,14.5,3.2,0.0,4804.4,,,,,2.740840023925201,8.477287443680336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4699,2564710,160719.0,1928,1,100,40.9,11.9,0.0,,40.781149,-73.959923,8.0,15001.0,1.3609765531356006,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8468,3275150,53010.0,1927,1,100,91.4,4.0,0.1,28249.3,40.859953,-73.865586,11.0,330.0,5.798789578234536,10.248823957506527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13732,4414159,200476.0,1962,1,95,101.9,5.1,0.9,20379.5,,,,,6.796264902948774,9.922284772619033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7159,2643965,57000.0,1950,1,100,97.1,5.3,0.1,4315.1,40.852803,-73.907076,5.0,241.0,5.780126041243535,8.369875778220024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10099,4405051,71326.0,1990,1,100,62.8,3.9,0.5,4287.6,40.691517,-73.923668,4.0,395.0,5.2235938203521,8.363482414817364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11476,3428369,88356.0,1962,1,100,74.7,2.9,0.7,6029.6,40.605613,-73.95937,15.0,556.0,5.811140992976701,8.704435952529261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5958,2546297,85302.0,1922,1,100,67.9,3.3,0.6,4204.4,40.838824,-73.945635,12.0,247.0,5.526249434594043,8.343886874949199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3362,4952043,64429.0,1931,1,100,91.4,4.0,0.0,2028.7,40.785995,-73.973144,7.0,169.0,5.922114468973189,7.615150472807284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14087,3520599,64512.0,1938,1,100,92.6,7.2,0.7,,,,,,5.589119566336061,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4676,3108042,166600.0,1929,1,100,64.6,5.3,,,40.779311,-73.961459,8.0,142.0,6.443176906381466,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,2679447,249505.0,1929,1,100,69.1,12.0,,,40.780622,-73.981412,7.0,163.0,6.285998094508865,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10378,2797992,79800.0,1961,1,100,80.3,4.5,0.7,5994.8,40.657066,-73.916957,17.0,890.0,5.611301621862036,8.69864770577084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11320,5049541,60865.0,2012,1,100,64.1,10.6,0.3,,40.6042,-73.961654,15.0,416.0,4.497584975308154,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2922,2976623,156099.0,2008,1,100,45.2,4.5,0.3,3935.0,40.766891,-73.99017,4.0,133.0,5.69608626802173,8.277666160851503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14337,2798593,80550.0,1951,1,100,85.4,4.8,0.7,,,,,,5.684599655239428,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8166,3332464,67500.0,1965,1,100,102.9,6.8,0.8,,40.82526,-73.878411,9.0,5001.0,5.750029725821521,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14957,2812951,170400.0,1963,1,100,54.8,4.2,0.5,,40.526742,-74.178161,3.0,176.0,5.982928216085695,,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14493,4412520,73476.0,2001,1,100,153.3,24.8,0.7,5796.7,,,,,5.3067814449601665,8.665044069094968,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6504,4043935,193564.0,2004,1,100,73.4,6.9,0.5,18305.7,40.822205,-73.914544,1.0,69.0,6.25363648538967,9.814967765740953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,4954481,124778.0,1962,1,95,23.5,5.5,0.0,,40.824151,-73.875786,9.0,5001.0,3.250374491927572,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2372,4039176,187543.0,1962,1,100,84.2,6.3,0.0,,40.736331,-73.986667,6.0,50.0,3.0204248861443626,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14230,2792879,174888.0,1952,3,100,103.4,3.9,0.9,10504.9,,,,,6.760530559225612,9.259597093957257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10070,5247064,65402.0,1931,1,95,77.2,5.5,0.6,,40.707429,-73.924115,4.0,447.0,5.302807271820889,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1414,5146463,53658.0,1887,1,50,35.3,9.1,0.0,,40.741442,-74.006557,2.0,79.0,2.5952547069568657,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14915,4995662,67424.0,1964,1,100,105.4,6.8,0.9,7617.7,40.578942,-74.10785,2.0,11402.0,6.369729735289492,8.938229765848313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3819,1025339,627691.0,1987,1,100,80.6,17.4,0.0,16421.3,40.752424,-73.97532,6.0,92.0,3.9889840465642745,9.706334551614281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10952,4410479,139500.0,1928,1,100,40.4,2.9,0.3,5890.2,40.631725,-73.988396,12.0,236.0,5.411199523604709,8.68104523192653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14986,4408781,162000.0,1962,1,100,75.0,,0.8,,40.889914,-73.914963,8.0,309.0,6.51899978443692,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2631,5860566,80000.0,1941,1,100,74.3,6.3,0.0,3364.0,40.746825,-73.97438,6.0,78.0,5.732693818150621,8.120886021092838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7663,3115124,59475.0,1939,1,100,55.9,4.5,0.1,7330.5,40.860169,-73.910269,7.0,255.0,5.145166187053862,8.89979900537832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2205,3119494,76389.0,1909,1,100,115.2,16.0,0.7,,40.740166,-73.989492,5.0,56.0,5.492238059185343,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2747217,710600.0,1925,1,100,0.0,,0.0,,40.80709,-73.960847,9.0,20101.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
705,2654628,272896.0,1986,1,100,87.7,12.1,0.1,,40.716012,-74.011017,1.0,21.0,5.950902935351859,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1605,4407514,109669.0,1931,1,100,78.9,4.7,0.7,4650.7,40.738983,-73.999387,4.0,81.0,5.950642552587727,8.444773024886159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11633,4021661,75000.0,1961,1,100,81.6,4.6,0.7,4614.9,40.599575,-73.946579,15.0,576.0,5.556828061699537,8.437045478229814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13586,2805722,237452.0,1989,1,100,99.1,15.4,0.5,15733.7,,,,,6.327936783729195,9.663560187718723,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10525,4411830,97332.0,1938,1,100,79.6,3.0,0.7,3995.3,40.654906,-73.958489,14.0,79602.0,5.870990393640108,8.292873949248307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12492,3108446,208252.0,1972,1,100,124.0,,,12513.4,,,,,7.236051324319173,9.434555349108704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11976,5987728,52903.0,1962,1,100,63.8,6.1,0.4,,40.586908,-73.931565,15.0,598.0,5.046002437933547,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,5764076,345972.0,1915,1,100,36.5,10.7,,,40.742743,-73.989213,5.0,58.0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
